Species 1 Gene ID	Species 1 Protein ID	Species 1 Gene Name	Species 2 Gene ID	Species 2 Protein ID	Species 2 Gene NameENSDARG00000063344	ENSDARP00000123357	fam162a	ENSPKIG00000025151	ENSPKIP00000010427	fam162a
ENSDARG00000097063	ENSDARP00000128132	sparcl2	ENSPKIG00000000576	ENSPKIP00000012988	sparcl2
ENSDARG00000002509	ENSDARP00000069783	zgc:153911	ENSPKIG00000011454	ENSPKIP00000030693	zgc:153911
ENSDARG00000054031	ENSDARP00000059263	mxd4	ENSPKIG00000017270	ENSPKIP00000040227	mxd4
ENSDARG00000062987	ENSDARP00000117225	tyw1	ENSPKIG00000006545	ENSPKIP00000022604	tyw1
ENSDARG00000039880	ENSDARP00000058335	arpp19b	ENSPKIG00000017772	ENSPKIP00000041090	
ENSDARG00000035860	ENSDARP00000115796	rps28	ENSPKIG00000008060	ENSPKIP00000025042	rps28
ENSDARG00000079391	ENSDARP00000103369	mrpl42	ENSPKIG00000025457	ENSPKIP00000010939	mrpl42
ENSDARG00000040021	ENSDARP00000058545	ebag9	ENSPKIG00000004494	ENSPKIP00000019250	ebag9
ENSDARG00000013266	ENSDARP00000146252	colec11	ENSPKIG00000020364	ENSPKIP00000002534	colec11
ENSDARG00000035018	ENSDARP00000045409	thy1	ENSPKIG00000020887	ENSPKIP00000003339	
ENSDARG00000032264	ENSDARP00000109123	mybl2b	ENSPKIG00000015741	ENSPKIP00000037651	mybl2b
ENSDARG00000040643	ENSDARP00000099267	ccr10	ENSPKIG00000000313	ENSPKIP00000012565	ccr10
ENSDARG00000017422	ENSDARP00000004202	apmap	ENSPKIG00000009133	ENSPKIP00000026802	apmap
ENSDARG00000097032	ENSDARP00000127655	si:ch211-256a21.4	ENSPKIG00000021875	ENSPKIP00000005023	si:ch211-256a21.4
ENSDARG00000042726	ENSDARP00000062698	grb7	ENSPKIG00000004691	ENSPKIP00000019620	grb7
ENSDARG00000055472	ENSDARP00000129550	nubp1	ENSPKIG00000018466	ENSPKIP00000011334	NUBP1
ENSDARG00000101050	ENSDARP00000141837	tmc8	ENSPKIG00000010517	ENSPKIP00000029159	tmc8
ENSDARG00000030867	ENSDARP00000117743	opn7c	ENSPKIG00000005720	ENSPKIP00000021246	opn7d
ENSDARG00000053383	ENSDARP00000069903	rprma	ENSPKIG00000000149	ENSPKIP00000012305	rprma
ENSDARG00000056921	ENSDARP00000073959	ankk1	ENSPKIG00000005120	ENSPKIP00000020284	ankk1
ENSDARG00000042057	ENSDARP00000114812	trmt1l	ENSPKIG00000005941	ENSPKIP00000021612	trmt1l
ENSDARG00000033754	ENSDARP00000049146	rbm48	ENSPKIG00000000801	ENSPKIP00000013327	rbm48
ENSDARG00000009754	ENSDARP00000105424	zc3h11a	ENSPKIG00000013419	ENSPKIP00000033877	zc3h11a
ENSDARG00000042825	ENSDARP00000062855	rnf169	ENSPKIG00000011555	ENSPKIP00000030865	rnf169
ENSDARG00000060036	ENSDARP00000078619	aimp1a	ENSPKIG00000012660	ENSPKIP00000032651	aimp1a
ENSDARG00000020926	ENSDARP00000024846	creb3l3l	ENSPKIG00000017537	ENSPKIP00000040664	creb3l3l
ENSDARG00000104656	ENSDARP00000142041	si:dkeyp-97a10.3	ENSPKIG00000000113	ENSPKIP00000012268	si:dkeyp-97a10.3
ENSDARG00000016897	ENSDARP00000042942	fbxo15	ENSPKIG00000006139	ENSPKIP00000021929	fbxo15
ENSDARG00000037962	ENSDARP00000055324	psmb7	ENSPKIG00000008080	ENSPKIP00000025076	psmb7
ENSDARG00000003533	ENSDARP00000129340	col8a1b	ENSPKIG00000020574	ENSPKIP00000002828	col8a1b
ENSDARG00000069245	ENSDARP00000091381	matn3a	ENSPKIG00000023132	ENSPKIP00000007101	matn3b
ENSDARG00000009350	ENSDARP00000041303	atg3	ENSPKIG00000003083	ENSPKIP00000017003	atg3
ENSDARG00000100139	ENSDARP00000131340	si:ch211-113d22.2	ENSPKIG00000007694	ENSPKIP00000024438	si:ch211-113d22.2
ENSDARG00000076966	ENSDARP00000126936	pagr1	ENSPKIG00000018363	ENSPKIP00000011866	pagr1
ENSDARG00000042252	ENSDARP00000131876	eif4h	ENSPKIG00000011080	ENSPKIP00000030105	eif4h
ENSDARG00000018898	ENSDARP00000117816	zfand5a	ENSPKIG00000000811	ENSPKIP00000013337	zfand5a
ENSDARG00000004274	ENSDARP00000066582	zgc:112496	ENSPKIG00000006638	ENSPKIP00000022759	zgc:112496
ENSDARG00000018008	ENSDARP00000116491	mdh1b	ENSPKIG00000003031	ENSPKIP00000016886	mdh1b
ENSDARG00000103802	ENSDARP00000137947	btbd8	ENSPKIG00000004122	ENSPKIP00000018638	
ENSDARG00000052164	ENSDARP00000089712	znf507	ENSPKIG00000011271	ENSPKIP00000030400	znf507
ENSDARG00000046141	ENSDARP00000067842	zgc:162025	ENSPKIG00000023529	ENSPKIP00000007750	zgc:162025
ENSDARG00000036080	ENSDARP00000052382	cd81a	ENSPKIG00000020289	ENSPKIP00000002372	cd81a
ENSDARG00000071679	ENSDARP00000096934	mydgf	ENSPKIG00000000657	ENSPKIP00000013096	mydgf
ENSDARG00000086457	ENSDARP00000119527	tnfaip8l1	ENSPKIG00000010419	ENSPKIP00000028998	tnfaip8l1
ENSDARG00000032552	ENSDARP00000043068	marchf5	ENSPKIG00000015945	ENSPKIP00000037963	marchf5
ENSDARG00000101910	ENSDARP00000130343	pcdh20l	ENSPKIG00000014691	ENSPKIP00000035927	
ENSDARG00000071396	ENSDARP00000096296	timm23a	ENSPKIG00000002755	ENSPKIP00000016425	timm23b
ENSDARG00000061791	ENSDARP00000083002	nyx	ENSPKIG00000003512	ENSPKIP00000017702	nyx
ENSDARG00000068993	ENSDARP00000119661	zgc:153631	ENSPKIG00000014581	ENSPKIP00000035777	
ENSDARG00000011240	ENSDARP00000083038	ift46	ENSPKIG00000003612	ENSPKIP00000017855	ift46
ENSDARG00000061185	ENSDARP00000081428	naa60	ENSPKIG00000017913	ENSPKIP00000041310	naa60
ENSDARG00000045857	ENSDARP00000090088	cebpz	ENSPKIG00000023192	ENSPKIP00000007208	cebpz
ENSDARG00000033134	ENSDARP00000067396	ndufaf7	ENSPKIG00000023222	ENSPKIP00000007250	ndufaf7
ENSDARG00000060124	ENSDARP00000078852	timm17b	ENSPKIG00000008438	ENSPKIP00000025645	timm17b
ENSDARG00000045874	ENSDARP00000067426	yeats4	ENSPKIG00000022638	ENSPKIP00000006310	yeats4
ENSDARG00000044895	ENSDARP00000065984	fmoda	ENSPKIG00000004457	ENSPKIP00000019191	fmoda
ENSDARG00000041546	ENSDARP00000060904	gypc	ENSPKIG00000008545	ENSPKIP00000025817	gypc
ENSDARG00000045691	ENSDARP00000067173	zcrb1	ENSPKIG00000006587	ENSPKIP00000022707	zcrb1
ENSDARG00000017675	ENSDARP00000003198	utp4	ENSPKIG00000003525	ENSPKIP00000017730	utp4
ENSDARG00000096118	ENSDARP00000125377	ost4	ENSPKIG00000013283	ENSPKIP00000033643	ost4
ENSDARG00000087814	ENSDARP00000110855	mfrp	ENSPKIG00000000722	ENSPKIP00000013246	mfrp
ENSDARG00000101715	ENSDARP00000137037	arsg	ENSPKIG00000008309	ENSPKIP00000025429	arsg
ENSDARG00000022918	ENSDARP00000015151	tbcc	ENSPKIG00000010761	ENSPKIP00000029556	tbcc
ENSDARG00000068602	ENSDARP00000090057	dalrd3	ENSPKIG00000013894	ENSPKIP00000034636	dalrd3
ENSDARG00000079377	ENSDARP00000103670	arhgef38	ENSPKIG00000012009	ENSPKIP00000031585	arhgef38
ENSDARG00000016345	ENSDARP00000014595	ncoa5	ENSPKIG00000003145	ENSPKIP00000017088	ncoa5
ENSDARG00000091317	ENSDARP00000118480	hunk	ENSPKIG00000022484	ENSPKIP00000006052	HUNK
ENSDARG00000004034	ENSDARP00000015397	arhgdig	ENSPKIG00000018045	ENSPKIP00000041537	arhgdig
ENSDARG00000000474	ENSDARP00000000488	tnni1a	ENSPKIG00000011263	ENSPKIP00000030411	tnni1a
ENSDARG00000067566	ENSDARP00000088025	sftpbb	ENSPKIG00000017785	ENSPKIP00000041078	sftpbb
ENSDARG00000007383	ENSDARP00000025586	kcnk6	ENSPKIG00000004645	ENSPKIP00000019501	kcnk6
ENSDARG00000057887	ENSDARP00000075084	nts	ENSPKIG00000024177	ENSPKIP00000008843	nts
ENSDARG00000045378	ENSDARP00000117953	pi15a	ENSPKIG00000006460	ENSPKIP00000022469	pi15a
ENSDARG00000074156	ENSDARP00000123911	sgca	ENSPKIG00000021231	ENSPKIP00000003922	sgca
ENSDARG00000058587	ENSDARP00000118262	terb1	ENSPKIG00000007302	ENSPKIP00000023818	
ENSDARG00000017860	ENSDARP00000003154	rgs5b	ENSPKIG00000018406	ENSPKIP00000041991	rgs5b
ENSDARG00000070644	ENSDARP00000094710	ttpal	ENSPKIG00000011537	ENSPKIP00000030822	ttpal
ENSDARG00000037935	ENSDARP00000111827	aldh16a1	ENSPKIG00000020091	ENSPKIP00000002070	aldh16a1
ENSDARG00000043664	ENSDARP00000064109	si:dkey-63b1.1	ENSPKIG00000022593	ENSPKIP00000006233	si:dkey-63b1.1
ENSDARG00000101047	ENSDARP00000140069	rtcb	ENSPKIG00000001881	ENSPKIP00000015048	RTCB
ENSDARG00000088402	ENSDARP00000113588	rubcnl	ENSPKIG00000020195	ENSPKIP00000002218	rubcnl
ENSDARG00000052361	ENSDARP00000118478	il15	ENSPKIG00000015299	ENSPKIP00000036889	
ENSDARG00000004580	ENSDARP00000004144	nmnat2	ENSPKIG00000007121	ENSPKIP00000023546	nmnat2
ENSDARG00000040352	ENSDARP00000007394	crot	ENSPKIG00000000024	ENSPKIP00000012123	crot
ENSDARG00000095863	ENSDARP00000060821	afp4	ENSPKIG00000020524	ENSPKIP00000002746	
ENSDARG00000040985	ENSDARP00000060053	itgbl1	ENSPKIG00000004552	ENSPKIP00000019358	itgbl1
ENSDARG00000020610	ENSDARP00000124963	tnnt2a	ENSPKIG00000011216	ENSPKIP00000030305	tnnt2a
ENSDARG00000093781	ENSDARP00000114242	lrriq1	ENSPKIG00000024150	ENSPKIP00000008807	lrriq1
ENSDARG00000035471	ENSDARP00000088969	si:dkey-220k22.1	ENSPKIG00000023901	ENSPKIP00000008383	
ENSDARG00000091633	ENSDARP00000111950	si:dkey-177p2.18	ENSPKIG00000005613	ENSPKIP00000021081	si:dkey-177p2.18
ENSDARG00000052701	ENSDARP00000069090	smpd2b	ENSPKIG00000011322	ENSPKIP00000030499	smpd2b
ENSDARG00000058127	ENSDARP00000127992	hcfc2	ENSPKIG00000016523	ENSPKIP00000038968	hcfc2
ENSDARG00000100823	ENSDARP00000132705	selenok	ENSPKIG00000024615	ENSPKIP00000009548	
ENSDARG00000038793	ENSDARP00000117032	ccdc24	ENSPKIG00000011048	ENSPKIP00000030038	
ENSDARG00000059459	ENSDARP00000119204	si:ch211-283h6.4	ENSPKIG00000017698	ENSPKIP00000040921	si:ch211-283h6.4
ENSDARG00000042000	ENSDARP00000061554	si:ch211-63o20.7	ENSPKIG00000021912	ENSPKIP00000005097	si:ch211-63o20.7
ENSDARG00000013110	ENSDARP00000064614	dmtn	ENSPKIG00000018115	ENSPKIP00000041655	dmtn
ENSDARG00000009372	ENSDARP00000119578	diras1b	ENSPKIG00000003444	ENSPKIP00000017603	diras1a
ENSDARG00000036064	ENSDARP00000052350	cnep1r1	ENSPKIG00000005054	ENSPKIP00000020187	cnep1r1
ENSDARG00000098934	ENSDARP00000132397	rrp7a	ENSPKIG00000007209	ENSPKIP00000023668	rrp7a
ENSDARG00000005772	ENSDARP00000026184	tsr2	ENSPKIG00000023676	ENSPKIP00000008006	tsr2
ENSDARG00000103226	ENSDARP00000150496	dhcr7	ENSPKIG00000022717	ENSPKIP00000006439	dhcr7
ENSDARG00000009748	ENSDARP00000017240	dffb	ENSPKIG00000012225	ENSPKIP00000031915	dffb
ENSDARG00000002194	ENSDARP00000020679	rhd	ENSPKIG00000008067	ENSPKIP00000025058	rhd
ENSDARG00000101222	ENSDARP00000136407	lsm10	ENSPKIG00000003728	ENSPKIP00000018014	lsm10
ENSDARG00000069199	ENSDARP00000091287	zgc:172120	ENSPKIG00000024677	ENSPKIP00000009656	
ENSDARG00000016811	ENSDARP00000067792	ints3	ENSPKIG00000014552	ENSPKIP00000035880	ints3
ENSDARG00000006370	ENSDARP00000113453	atp6v1h	ENSPKIG00000005242	ENSPKIP00000020510	atp6v1h
ENSDARG00000075853	ENSDARP00000120586	sh3kbp1	ENSPKIG00000015727	ENSPKIP00000037714	sh3kbp1
ENSDARG00000092463	ENSDARP00000113874	rhbdd2	ENSPKIG00000014382	ENSPKIP00000035415	rhbdd2
ENSDARG00000035741	ENSDARP00000051848	slc25a11	ENSPKIG00000005819	ENSPKIP00000021441	slc25a11
ENSDARG00000007024	ENSDARP00000026870	uox	ENSPKIG00000022605	ENSPKIP00000006253	uox
ENSDARG00000094709	ENSDARP00000089895	arl8	ENSPKIG00000011377	ENSPKIP00000030564	arl8
ENSDARG00000058503	ENSDARP00000075800	flt3	ENSPKIG00000008367	ENSPKIP00000025528	
ENSDARG00000088639	ENSDARP00000106626	cdca9	ENSPKIG00000005007	ENSPKIP00000020097	cdca9
ENSDARG00000022718	ENSDARP00000120799	casp8ap2	ENSPKIG00000018485	ENSPKIP00000011351	casp8ap2
ENSDARG00000033144	ENSDARP00000049166	psme2	ENSPKIG00000015387	ENSPKIP00000037058	psme2
ENSDARG00000021021	ENSDARP00000041786	trim35-28	ENSPKIG00000020854	ENSPKIP00000003291	trim35-28
ENSDARG00000062995	ENSDARP00000113063	si:dkey-14o18.2	ENSPKIG00000011599	ENSPKIP00000030900	
ENSDARG00000099448	ENSDARP00000135563	sh3d21	ENSPKIG00000005110	ENSPKIP00000020273	sh3d21
ENSDARG00000043554	ENSDARP00000063942	mrpl40	ENSPKIG00000024494	ENSPKIP00000009356	mrpl40
ENSDARG00000025693	ENSDARP00000036199	tmem9b	ENSPKIG00000013090	ENSPKIP00000033329	tmem9b
ENSDARG00000090676	ENSDARP00000106147	tenm2b	ENSPKIG00000005856	ENSPKIP00000021461	
ENSDARG00000068261	ENSDARP00000089398	pros1	ENSPKIG00000009276	ENSPKIP00000027053	pros1
ENSDARG00000012353	ENSDARP00000110404	vipr2	ENSPKIG00000012556	ENSPKIP00000032465	vipr2
ENSDARG00000043643	ENSDARP00000127979	ehbp1	ENSPKIG00000004032	ENSPKIP00000018575	ehbp1
ENSDARG00000034309	ENSDARP00000048926	cox10	ENSPKIG00000012098	ENSPKIP00000031721	cox10
ENSDARG00000015921	ENSDARP00000148873	pwp1	ENSPKIG00000025455	ENSPKIP00000010935	pwp1
ENSDARG00000062951	ENSDARP00000085993	meak7	ENSPKIG00000004260	ENSPKIP00000018876	meak7
ENSDARG00000007804	ENSDARP00000018668	gas6	ENSPKIG00000009307	ENSPKIP00000027099	
ENSDARG00000060991	ENSDARP00000083758	mief1	ENSPKIG00000007377	ENSPKIP00000023929	mief1
ENSDARG00000045913	ENSDARP00000067487	mrps10	ENSPKIG00000006748	ENSPKIP00000022927	mrps10
ENSDARG00000058005	ENSDARP00000147060	hgd	ENSPKIG00000025095	ENSPKIP00000010358	hgd
ENSDARG00000061603	ENSDARP00000151945	sorbs2b	ENSPKIG00000005259	ENSPKIP00000020507	
ENSDARG00000043635	ENSDARP00000118380	cmc2	ENSPKIG00000000667	ENSPKIP00000013105	cmc2
ENSDARG00000101067	ENSDARP00000132701	shoc1	ENSPKIG00000024746	ENSPKIP00000009777	
ENSDARG00000017658	ENSDARP00000022618	gmppb	ENSPKIG00000010618	ENSPKIP00000029335	gmppb
ENSDARG00000045541	ENSDARP00000019404	gcc1	ENSPKIG00000025384	ENSPKIP00000010820	gcc1
ENSDARG00000107511	ENSDARP00000144467	tgs1	ENSPKIG00000005454	ENSPKIP00000020834	tgs1
ENSDARG00000055416	ENSDARP00000072235	serpinb1	ENSPKIG00000009257	ENSPKIP00000027044	SERPINB1
ENSDARG00000003749	ENSDARP00000017489	polb	ENSPKIG00000001456	ENSPKIP00000014369	polb
ENSDARG00000089681	ENSDARP00000137655	btf3l4	ENSPKIG00000008904	ENSPKIP00000026395	btf3l4
ENSDARG00000078807	ENSDARP00000098900	paxx	ENSPKIG00000024876	ENSPKIP00000009982	
ENSDARG00000058011	ENSDARP00000075256	arxa	ENSPKIG00000025084	ENSPKIP00000010327	ARX
